"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"597","19672294","3438 Calvin Ave, San Jose, CA 95124","37.262985","-121.93975","2150000","USD","2","3","1399 sqft","","2113000","4786","14","","False","https://photos.zillowstatic.com/fp/f7d86856435310aa5fd5b9e8c227592f-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3438-Calvin-Ave-San-Jose-CA-95124/19672294_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"123","19690692","2906 Lexford Ave, San Jose, CA 95124","37.26916","-121.91819","1795000","USD","2","3","1176 sqft","","","4057","2","","False","https://photos.zillowstatic.com/fp/50a1548031df49d3aa57a0fc1be2c08d-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2906-Lexford-Ave-San-Jose-CA-95124/19690692_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"463","16852091","7546 Caminito Avola, La Jolla, CA 92037","32.84655","-117.25406","5700000","USD","4","4","3258 sqft","","","14530","63","","False","https://photos.zillowstatic.com/fp/4d8cd7c7546074d0755e0c39d3e057d8-p_e.jpg","FOR SALE","House for sale","The Oppenheim Group","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7546-Caminito-Avola-La-Jolla-CA-92037/16852091_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"606","19721100","186 Checkers Dr, San Jose, CA 95116","37.359146","-121.85319","1185000","USD","2","4","1525 sqft","","1184300","4131","63","","False","https://photos.zillowstatic.com/fp/049f8816ba49ded9975ce83f3ae725bb-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/186-Checkers-Dr-San-Jose-CA-95116/19721100_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"393","325805286","208 Terraine St, San Jose, CA 95110","37.33844","-121.89661","998888","USD","3","2","1486 sqft","","998400","3622","8","","False","https://photos.zillowstatic.com/fp/450f2ac2349a004a55707b6a6af9381f-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/208-Terraine-St-San-Jose-CA-95110/325805286_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"330","2060734922","172 Sash, Irvine, CA 92618","33.67045","-117.70891","1650000","USD","4","3","2064 sqft","","1641000","5374","21","","False","https://photos.zillowstatic.com/fp/17afc31fed974beccf95e031852c6167-p_e.jpg","FOR SALE","Condo for sale","Keller Williams Realty Irvine","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/172-Sash-Irvine-CA-92618/2060734922_zpid/","https://www.zillow.com/irvine-ca/9_p/"
"525","99548027","8114 Sendero De La Pradera, San Diego, CA 92127","32.988934","-117.138725","12300000","USD","8","5","10847 sqft","","","7920","117","","False","https://photos.zillowstatic.com/fp/59ab47f1df2bd9a391abf9676edc1897-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8114-Sendero-De-La-Pradera-San-Diego-CA-92127/99548027_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"542","63777909","550 Park Blvd UNIT 2405, San Diego, CA 92101","32.710957","-117.1542","600000","USD","2","2","1098 sqft","","604900","3381","10","","False","https://photos.zillowstatic.com/fp/7cf31b60c28ba1edcb4de4e39d1ccf6f-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/550-Park-Blvd-UNIT-2405-San-Diego-CA-92101/63777909_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"72","19576786","610 Minor Ave, San Jose, CA 95125","37.321182","-121.893684","1389900","USD","4","4","2186 sqft","","1402700","5771","35","","False","https://photos.zillowstatic.com/fp/109297386072a984b3ff64097fdf9e22-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/610-Minor-Ave-San-Jose-CA-95125/19576786_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"156","16952235","1302 Washington Pl, San Diego, CA 92103","32.75009","-117.17527","1895000","USD","3","4","2644 sqft","","1841300","6978","9","","False","https://photos.zillowstatic.com/fp/81240cd7e1d8e874ee5fe6b41215dae1-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1302-Washington-Pl-San-Diego-CA-92103/16952235_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"352","87616939","8070 La Jolla Scenic Dr N, La Jolla, CA 92037","32.852303","-117.239876","13995000","USD","6","5","6827 sqft","","","","106","","False","https://photos.zillowstatic.com/fp/0e96c2f94a4a7a0e6963961093529b2c-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8070-La-Jolla-Scenic-Dr-N-La-Jolla-CA-92037/87616939_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"199","16950544","4347 Loma Riviera Ct, San Diego, CA 92110","32.75599","-117.227325","799000","USD","2","3","1440 sqft","","794400","3353","9","","False","https://photos.zillowstatic.com/fp/5e1bb1aa56ebaa6925e246ebcf2e4b64-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4347-Loma-Riviera-Ct-San-Diego-CA-92110/16950544_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"198","19823559","6286 Lean Ave, San Jose, CA 95123","37.23066","-121.81791","1549000","USD","2","4","1412 sqft","","1576900","4599","28","","False","https://photos.zillowstatic.com/fp/199949b2fab4dc88f3ed3c10e15c1c22-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6286-Lean-Ave-San-Jose-CA-95123/19823559_zpid/","https://www.zillow.com/san-jose-ca/5_p/"
"343","19717289","2206 Summereve Ct, San Jose, CA 95122","37.318993","-121.84163","480000","USD","1","1","746 sqft","","476900","2390","31","","False","https://photos.zillowstatic.com/fp/f0f2efee8d7292b6f8e393987edcf355-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2206-Summereve-Ct-San-Jose-CA-95122/19717289_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"9","16660980","2348 La Costa Ave UNIT 313, Carlsbad, CA 92009","33.088047","-117.25977","685000","USD","2","2","1219 sqft","","676700","3400","1","","False","https://photos.zillowstatic.com/fp/152ca54ac2f2500d924bad738b5fda1a-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker West","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2348-La-Costa-Ave-UNIT-313-Carlsbad-CA-92009/16660980_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"445","325859802","158 Scale, Irvine, CA 92618","33.682224","-117.725586","1948000","USD","4","4","2408 sqft","","","5756","51","","False","https://photos.zillowstatic.com/fp/5755edff0b823b4fb1ed1065f867fd3c-p_e.jpg","FOR SALE","Condo for sale","JC Pacific Corp","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/158-Scale-Irvine-CA-92618/325859802_zpid/","https://www.zillow.com/irvine-ca/11_p/"
"133","334416583","3027 Manuel St #6, San Jose, CA 95136","37.284916","-121.85481","744950","USD","2","2","822 sqft","","751300","2957","1","","False","https://photos.zillowstatic.com/fp/a7460a1aac6f61767419fc549e474dfa-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3027-Manuel-St-6-San-Jose-CA-95136/334416583_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"157","16857105","2427 Dresden Pl, La Jolla, CA 92037","32.818913","-117.23097","4000000","USD","4","4","3730 sqft","","","","3","","False","https://photos.zillowstatic.com/fp/9988ad35ab14cfb6b7bdce88a601171e-p_e.jpg","FOR SALE","Coming soon","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2427-Dresden-Pl-La-Jolla-CA-92037/16857105_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"481","325862583","202 Keeper, Irvine, CA 92618","33.67017","-117.71569","1590000","USD","4","3","2069 sqft","","1568000","5384","49","","False","https://photos.zillowstatic.com/fp/1404cfa2efa7cf978768196f647b23db-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/202-Keeper-Irvine-CA-92618/325862583_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"348","17089567","353 61st St, San Diego, CA 92114","32.706722","-117.06636","728999","USD","3","3","1352 sqft","","739600","3469","12","","False","https://photos.zillowstatic.com/fp/adf0f91a681a0e0655e05fa8843464e5-p_e.jpg","FOR SALE","House for sale","ShoppingSDHouses","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/353-61st-St-San-Diego-CA-92114/17089567_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"213","19746606","230 Westchester Dr, Los Gatos, CA 95032","37.24197","-121.94043","3488000","USD","3","4","2134 sqft","","3488100","5497","25","","False","https://photos.zillowstatic.com/fp/2ffe39dae702c2958e747057e9c11a8c-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/230-Westchester-Dr-Los-Gatos-CA-95032/19746606_zpid/","https://www.zillow.com/san-jose-ca/6_p/"
"154","17192316","4130 Galt St, San Diego, CA 92117","32.838726","-117.202805","1160000","USD","2","3","1584 sqft","","1146400","4186","2","","False","https://photos.zillowstatic.com/fp/78875f6e2445465cdbd3fccca68386e3-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/4130-Galt-St-San-Diego-CA-92117/17192316_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"707","19489891","4194 Sophia Way, San Jose, CA 95134","37.414658","-121.95958","1079000","USD","3","2","1130 sqft","","1067100","3649","30","","False","https://photos.zillowstatic.com/fp/884ec43b28678e42f3584d7eb1037144-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/4194-Sophia-Way-San-Jose-CA-95134/19489891_zpid/","https://www.zillow.com/san-jose-ca/18_p/"
"118","447573833","735 Pine Ave #737, Carlsbad, CA 92008","33.158627","-117.34438","2895000","USD","4","6","2110 sqft","","2767400","","37","","False","https://photos.zillowstatic.com/fp/2b41f425c98f1e059e584b09f30c1ad3-p_e.jpg","FOR SALE","Multi-family home for sale","Allison James Estates & Homes","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/735-Pine-Ave-737-Carlsbad-CA-92008/447573833_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"34","19800633","5213 Silvercrest Ridge Ct, San Jose, CA 95135","37.292015","-121.76541","3150000","USD","3","5","3060 sqft","","3062000","5579","2","","False","https://photos.zillowstatic.com/fp/7e09158a9f11bfd30eeb9b1aa2e71567-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5213-Silvercrest-Ridge-Ct-San-Jose-CA-95135/19800633_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"322","53206935","500 W Harbor Dr UNIT 808, San Diego, CA 92101","32.711105","-117.166405","780000","USD","2","2","1046 sqft","","761700","3860","78","","False","https://photos.zillowstatic.com/fp/17b5b6b7b7aa044641a9f7cdf06ac63a-p_e.jpg","FOR SALE","Condo for sale","Coldwell Banker West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/500-W-Harbor-Dr-UNIT-808-San-Diego-CA-92101/53206935_zpid/","https://www.zillow.com/san-diego-ca/8_p/"
"446","2058839952","168 Sawbuck, Irvine, CA 92618","33.668377","-117.72156","1180000","USD","3","2","1595 sqft","","1176800","4270","39","","False","https://photos.zillowstatic.com/fp/14e9b3dcf48bb8e052cc8149b3da9d18-p_e.jpg","FOR SALE","Condo for sale","Chang Calcote, Broker","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/168-Sawbuck-Irvine-CA-92618/2058839952_zpid/","https://www.zillow.com/irvine-ca/11_p/"
"641","19560400","1714 Heavenly Bamboo Ct, San Jose, CA 95131","37.373276","-121.87552","1438000","USD","3","4","1647 sqft","","1486300","4266","15","","False","https://photos.zillowstatic.com/fp/f44042ac57b3cca390a8156ac1f2c757-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1714-Heavenly-Bamboo-Ct-San-Jose-CA-95131/19560400_zpid/","https://www.zillow.com/san-jose-ca/16_p/"
"697","19573432","1055 N Capitol Ave APT 119, San Jose, CA 95133","37.383446","-121.860016","439000","USD","1","1","632 sqft","","455200","2441","65","","False","https://photos.zillowstatic.com/fp/784751eb664fea08cc2deddd02306b45-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1055-N-Capitol-Ave-APT-119-San-Jose-CA-95133/19573432_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"356","17067018","1333 8th Ave UNIT 205, San Diego, CA 92101","32.719143","-117.15726","574900","USD","2","2","1143 sqft","","","","33","","False","https://photos.zillowstatic.com/fp/1b27eef8e9abaf9998c8e11fdbb244a7-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1333-8th-Ave-UNIT-205-San-Diego-CA-92101/17067018_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"812","447601709","835 Oakdale Way, San Jose, CA 95117","37.318314","-121.95467","1519838","USD","3","3","1763 sqft","","1494000","","35","","False","https://photos.zillowstatic.com/fp/90be331ce6904a9602fb25d1ca552304-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/835-Oakdale-Way-San-Jose-CA-95117/447601709_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"698","19700803","3209 Heather Ridge Ct, San Jose, CA 95136","37.281025","-121.86072","588800","USD","1","1","1012 sqft","","589700","2969","31","","False","https://photos.zillowstatic.com/fp/6fe4e1f6ff8ad636d4a65118ac818d1a-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3209-Heather-Ridge-Ct-San-Jose-CA-95136/19700803_zpid/","https://www.zillow.com/san-jose-ca/18_p/"
"282","19818414","4974 Flat Rock Cir, San Jose, CA 95136","37.262894","-121.824","625000","USD","1","2","816 sqft","","633200","2907","2","","False","https://photos.zillowstatic.com/fp/502ea194b5bd43fd4cdd78dc6005eadf-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/4974-Flat-Rock-Cir-San-Jose-CA-95136/19818414_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"365","16943015","1418 Minden Dr, San Diego, CA 92111","32.77285","-117.16341","1089000","USD","3","3","1408 sqft","","1073600","4688","43","","False","https://photos.zillowstatic.com/fp/42a437569802e566f5ad7553b6187d7a-p_e.jpg","FOR SALE","House for sale","eXp Realty of Southern California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1418-Minden-Dr-San-Diego-CA-92111/16943015_zpid/","https://www.zillow.com/san-diego-ca/9_p/"
"268","443715134","Plan 2212 Modeled Plan, Coral Springs","33.151295","-117.30591","1284990","USD","4","4","2212 sqft","","1282600","","29","","False","https://photos.zillowstatic.com/fp/a06b1df41ce45ec7fea39be138eb3a61-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/community/coral-springs/443715134_zpid/","https://www.zillow.com/carlsbad-ca/7_p/"
"442","19560207","1418 Rocklin Ct, San Jose, CA 95131","37.381817","-121.88286","725000","USD","1","2","896 sqft","","763800","2895","14","","False","https://photos.zillowstatic.com/fp/e29770fba508554eab7ce4d5febe482e-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1418-Rocklin-Ct-San-Jose-CA-95131/19560207_zpid/","https://www.zillow.com/san-jose-ca/11_p/"
"331","19756508","1595 Treviso Ave, San Jose, CA 95118","37.239853","-121.892166","2298000","USD","3","4","2217 sqft","","2294400","4414","8","","False","https://photos.zillowstatic.com/fp/05a1a17336ac0d558c2775cf8950e471-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1595-Treviso-Ave-San-Jose-CA-95118/19756508_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"194","16647339","1565 Chestnut Ave, Carlsbad, CA 92008","33.1606","-117.33159","2100000","USD","3","4","2053 sqft","","2040800","5970","85","","False","https://photos.zillowstatic.com/fp/05f7d1bfee4a9c789c977ad75b1e16d9-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1565-Chestnut-Ave-Carlsbad-CA-92008/16647339_zpid/","https://www.zillow.com/carlsbad-ca/5_p/"
"42","16660805","2804 La Costa Ave, Carlsbad, CA 92009","33.085163","-117.249214","1974900","USD","4","3","2887 sqft","","1914900","6782","25","","False","https://photos.zillowstatic.com/fp/5079a30c96df677a00bff077e22cea27-p_e.jpg","FOR SALE","House for sale","Movoto Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2804-La-Costa-Ave-Carlsbad-CA-92009/16660805_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"23","2125064294","28 Pinewood, Irvine, CA 92604","33.686848","-117.79172","1619999","USD","3","3","1911 sqft","","1631300","5671","4","","False","https://photos.zillowstatic.com/fp/43b36a328a9d8a9b0473088f0fda9eb2-p_e.jpg","FOR SALE","House for sale","Keller Williams Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/28-Pinewood-Irvine-CA-92604/2125064294_zpid/","https://www.zillow.com/homes/Irvine,-CA_rb/"
"81","16648193","4007 Canario St APT D, Carlsbad, CA 92008","33.147465","-117.33865","939900","USD","2","2","1600 sqft","","924100","4169","4","","False","https://photos.zillowstatic.com/fp/0d3b3bafc01e01a691709fbd8fa678ee-p_e.jpg","FOR SALE","Condo for sale","OMEGA REAL ESTATE","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/4007-Canario-St-APT-D-Carlsbad-CA-92008/16648193_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
